scenario,variable,effective_column,variable_type,n_patients,missing_rate,prevalence,n_complete,mean,std,median,q05,q25,q75,q95
hidden_confounder,antiplatelet,antiplatelet,binary,14000,0.0,0.29714285714285715,14000,0.29714285714285715,0.45699997767159334,0.0,0.0,0.0,1.0,1.0
hidden_confounder,benzodiazepine,benzodiazepine,binary,14000,0.0,0.1972142857142857,14000,0.1972142857142857,0.3978954777633063,0.0,0.0,0.0,0.0,1.0
hidden_confounder,beta_blocker,beta_blocker,binary,14000,0.0,0.32785714285714285,14000,0.32785714285714285,0.46943246237844893,0.0,0.0,0.0,1.0,1.0
hidden_confounder,contrast_agent,contrast_agent,binary,14000,0.0,0.18292857142857144,14000,0.18292857142857144,0.38660795282000265,0.0,0.0,0.0,0.0,1.0
hidden_confounder,corticosteroid,corticosteroid,binary,14000,0.0,0.17064285714285715,14000,0.17064285714285715,0.37619658750310264,0.0,0.0,0.0,0.0,1.0
hidden_confounder,diuretic,diuretic,binary,14000,0.0,0.44471428571428573,14000,0.44471428571428573,0.4969340899917396,0.0,0.0,0.0,1.0,1.0
hidden_confounder,hepatotoxic_drug_A,hepatotoxic_drug_A,binary,14000,0.0,0.10692857142857143,14000,0.10692857142857143,0.3090224134926402,0.0,0.0,0.0,0.0,1.0
hidden_confounder,herbal_exposure,herbal_exposure,binary,14000,0.0,0.15214285714285714,14000,0.15214285714285714,0.3591593074991449,0.0,0.0,0.0,0.0,1.0
hidden_confounder,nsaid,nsaid,binary,14000,0.0,0.2615,14000,0.2615,0.43945164694195876,0.0,0.0,0.0,1.0,1.0
hidden_confounder,opioid,opioid,binary,14000,0.0,0.1707142857142857,14000,0.1707142857142857,0.37625911067686707,0.0,0.0,0.0,0.0,1.0
hidden_confounder,ppi,ppi,binary,14000,0.0,0.382,14000,0.382,0.4858765275252551,0.0,0.0,0.0,1.0,1.0
hidden_confounder,qt_prolonging_drug,qt_prolonging_drug,binary,14000,0.0,0.1362857142857143,14000,0.1362857142857143,0.3430917054773358,0.0,0.0,0.0,0.0,1.0
hidden_confounder,snri,snri,binary,14000,0.0,0.10792857142857143,14000,0.10792857142857143,0.3102901785393137,0.0,0.0,0.0,0.0,1.0
hidden_confounder,ssri,ssri,binary,14000,0.0,0.25671428571428573,14000,0.25671428571428573,0.4368203992769681,0.0,0.0,0.0,1.0,1.0
hidden_confounder,thiazide,thiazide,binary,14000,0.0,0.19257142857142856,14000,0.19257142857142856,0.39431925323193107,0.0,0.0,0.0,0.0,1.0
hidden_confounder,valproate_like_drug,valproate_like_drug,binary,14000,0.0,0.07892857142857143,14000,0.07892857142857143,0.2696272464733791,0.0,0.0,0.0,0.0,1.0
hidden_confounder,anticholinergic_burden,anticholinergic_burden,binary,14000,0.0,0.0945,14000,0.0945,0.29252307601281646,0.0,0.0,0.0,0.0,1.0
hidden_confounder,cardiac_repolarization_delay,cardiac_repolarization_delay,binary,14000,0.0,0.17842857142857144,14000,0.17842857142857144,0.38287310734306035,0.0,0.0,0.0,0.0,1.0
hidden_confounder,cholestatic_pattern,cholestatic_pattern,binary,14000,0.0,0.11064285714285714,14000,0.11064285714285714,0.31368936116183865,0.0,0.0,0.0,0.0,1.0
hidden_confounder,cns_sedation,cns_sedation,binary,14000,0.0,0.15614285714285714,14000,0.15614285714285714,0.36299072344361977,0.0,0.0,0.0,0.0,1.0
hidden_confounder,coagulation_impairment,coagulation_impairment,binary,14000,0.0,0.15121428571428572,14000,0.15121428571428572,0.35825762449695897,0.0,0.0,0.0,0.0,1.0
hidden_confounder,electrolyte_disturbance,electrolyte_disturbance,binary,14000,0.0,0.09028571428571429,14000,0.09028571428571429,0.2865906559565972,0.0,0.0,0.0,0.0,1.0
hidden_confounder,fatigue_pathway,fatigue_pathway,binary,14000,0.0,0.09742857142857143,14000,0.09742857142857143,0.29654046081093083,0.0,0.0,0.0,0.0,1.0
hidden_confounder,gastric_mucosal_injury,gastric_mucosal_injury,binary,14000,0.0,0.10328571428571429,14000,0.10328571428571429,0.30433168666802357,0.0,0.0,0.0,0.0,1.0
hidden_confounder,gastric_protection,gastric_protection,binary,14000,0.0,0.11178571428571428,14000,0.11178571428571428,0.31510263148273926,0.0,0.0,0.0,0.0,1.0
hidden_confounder,hepatic_metabolic_stress,hepatic_metabolic_stress,binary,14000,0.0,0.13785714285714284,14000,0.13785714285714284,0.34474998335084533,0.0,0.0,0.0,0.0,1.0
hidden_confounder,hepatocellular_injury,hepatocellular_injury,binary,14000,0.0,0.07657142857142857,14000,0.07657142857142857,0.2659102196192527,0.0,0.0,0.0,0.0,1.0
hidden_confounder,monoamine_disruption,monoamine_disruption,binary,14000,0.0,0.08242857142857143,14000,0.08242857142857143,0.2750165486671962,0.0,0.0,0.0,0.0,1.0
hidden_confounder,nephrotoxic_stress,nephrotoxic_stress,binary,14000,0.0,0.12228571428571429,14000,0.12228571428571429,0.32761550385680305,0.0,0.0,0.0,0.0,1.0
hidden_confounder,oxidative_hepatic_stress,oxidative_hepatic_stress,binary,14000,0.0,0.08728571428571429,14000,0.08728571428571429,0.2822532876112286,0.0,0.0,0.0,0.0,1.0
hidden_confounder,platelet_inhibition,platelet_inhibition,binary,14000,0.0,0.11242857142857143,14000,0.11242857142857143,0.31589300048450275,0.0,0.0,0.0,0.0,1.0
hidden_confounder,potassium_retention,potassium_retention,binary,14000,0.0,0.14142857142857143,14000,0.14142857142857143,0.34846309792034635,0.0,0.0,0.0,0.0,1.0
hidden_confounder,psychomotor_impairment,psychomotor_impairment,binary,14000,0.0,0.10821428571428572,14000,0.10821428571428572,0.3106508555945608,0.0,0.0,0.0,0.0,1.0
hidden_confounder,reduced_renal_perfusion,reduced_renal_perfusion,binary,14000,0.0,0.175,14000,0.175,0.3799671038392666,0.0,0.0,0.0,0.0,1.0
hidden_confounder,serotonergic_shift,serotonergic_shift,binary,14000,0.0,0.13985714285714285,14000,0.13985714285714285,0.3468387556905652,0.0,0.0,0.0,0.0,1.0
hidden_confounder,sleep_disruption,sleep_disruption,binary,14000,0.0,0.08792857142857143,14000,0.08792857142857143,0.28319099165598827,0.0,0.0,0.0,0.0,1.0
hidden_confounder,sodium_water_imbalance,sodium_water_imbalance,binary,14000,0.0,0.11271428571428571,14000,0.11271428571428571,0.3162432220778875,0.0,0.0,0.0,0.0,1.0
hidden_confounder,tubular_injury,tubular_injury,binary,14000,0.0,0.10028571428571428,14000,0.10028571428571428,0.300380574931067,0.0,0.0,0.0,0.0,1.0
hidden_confounder,volume_depletion,volume_depletion,binary,14000,0.0,0.12114285714285715,14000,0.12114285714285715,0.3262932198286113,0.0,0.0,0.0,0.0,1.0
hidden_confounder,alt_ast_rise,alt_ast_rise,binary,14000,0.0,0.05928571428571429,14000,0.05928571428571429,0.23615867201385374,0.0,0.0,0.0,0.0,1.0
hidden_confounder,anhedonia_like_symptom,anhedonia_like_symptom,binary,14000,0.0,0.04314285714285714,14000,0.04314285714285714,0.20317861851190974,0.0,0.0,0.0,0.0,0.0
hidden_confounder,bilirubin_rise,bilirubin_rise,binary,14000,0.0,0.021642857142857144,14000,0.021642857142857144,0.14551441123665732,0.0,0.0,0.0,0.0,0.0
hidden_confounder,cognitive_slowing,cognitive_slowing,binary,14000,0.0,0.06921428571428571,14000,0.06921428571428571,0.2538181797416153,0.0,0.0,0.0,0.0,1.0
hidden_confounder,confusion_state,confusion_state,binary,14000,0.0,0.069,14000,0.069,0.25345413786324344,0.0,0.0,0.0,0.0,1.0
hidden_confounder,creatinine_rise,creatinine_rise,binary,14000,0.0,0.14635714285714285,14000,0.14635714285714285,0.35346390139848327,0.0,0.0,0.0,0.0,1.0
hidden_confounder,dehydration,dehydration,binary,14000,0.0,0.11621428571428571,14000,0.11621428571428571,0.3204817085423193,0.0,0.0,0.0,0.0,1.0
hidden_confounder,dizziness,dizziness,binary,14000,0.0,0.14307142857142857,14000,0.14307142857142857,0.35014567668037716,0.0,0.0,0.0,0.0,1.0
hidden_confounder,fatigue_symptom,fatigue_symptom,binary,14000,0.0,0.1977142857142857,14000,0.1977142857142857,0.3982754661522292,0.0,0.0,0.0,0.0,1.0
hidden_confounder,gi_irritation,gi_irritation,binary,14000,0.0,0.09971428571428571,14000,0.09971428571428571,0.29961866920933933,0.0,0.0,0.0,0.0,1.0
hidden_confounder,hyperkalemia_state,hyperkalemia_state,binary,14000,0.0,0.060714285714285714,14000,0.060714285714285714,0.23880548826291617,0.0,0.0,0.0,0.0,1.0
hidden_confounder,hyponatremia_state,hyponatremia_state,binary,14000,0.0,0.06921428571428571,14000,0.06921428571428571,0.2538181797416153,0.0,0.0,0.0,0.0,1.0
hidden_confounder,hypotension,hypotension,binary,14000,0.0,0.10335714285714286,14000,0.10335714285714286,0.30442477540034585,0.0,0.0,0.0,0.0,1.0
hidden_confounder,jaundice,jaundice,binary,14000,0.0,0.011142857142857144,14000,0.011142857142857144,0.10496996655020437,0.0,0.0,0.0,0.0,0.0
hidden_confounder,mood_lowering,mood_lowering,binary,14000,0.0,0.08978571428571429,14000,0.08978571428571429,0.28587451757006666,0.0,0.0,0.0,0.0,1.0
hidden_confounder,nausea,nausea,binary,14000,0.0,0.10635714285714286,14000,0.10635714285714286,0.30829417934889425,0.0,0.0,0.0,0.0,1.0
hidden_confounder,occult_bleeding,occult_bleeding,binary,14000,0.0,0.027071428571428573,14000,0.027071428571428573,0.16229160892212086,0.0,0.0,0.0,0.0,0.0
hidden_confounder,overt_bleeding,overt_bleeding,binary,14000,0.0,0.025142857142857144,14000,0.025142857142857144,0.1565589150369631,0.0,0.0,0.0,0.0,0.0
hidden_confounder,qt_prolongation_state,qt_prolongation_state,binary,14000,0.0,0.048857142857142856,14000,0.048857142857142856,0.21556929848422202,0.0,0.0,0.0,0.0,0.0
hidden_confounder,sedation_state,sedation_state,binary,14000,0.0,0.12957142857142856,14000,0.12957142857142856,0.3358313169872455,0.0,0.0,0.0,0.0,1.0
hidden_confounder,sleep_disturbance_symptom,sleep_disturbance_symptom,binary,14000,0.0,0.11521428571428571,14000,0.11521428571428571,0.3192803690827744,0.0,0.0,0.0,0.0,1.0
hidden_confounder,adr_reported,adr_reported,binary,14000,0.0,0.04285714285714286,14000,0.04285714285714286,0.2025349554108261,0.0,0.0,0.0,0.0,0.0
hidden_confounder,creatinine_tested,creatinine_tested,binary,14000,0.0,0.4868571428571429,14000,0.4868571428571429,0.49982723545853575,0.0,0.0,0.0,1.0,1.0
hidden_confounder,ecg_performed,ecg_performed,binary,14000,0.0,0.243,14000,0.243,0.4288950920679788,0.0,0.0,0.0,0.0,1.0
hidden_confounder,electrolyte_abnormality_recorded,electrolyte_abnormality_recorded,binary,14000,0.0,0.10642857142857143,14000,0.10642857142857143,0.30838536056733445,0.0,0.0,0.0,0.0,1.0
hidden_confounder,electrolytes_tested,electrolytes_tested,binary,14000,0.0,0.4242142857142857,14000,0.4242142857142857,0.49422315355535923,0.0,0.0,0.0,1.0,1.0
hidden_confounder,elevated_alt_ast_recorded,elevated_alt_ast_recorded,binary,14000,0.0,0.028428571428571428,14000,0.028428571428571428,0.16619382586336362,0.0,0.0,0.0,0.0,0.0
hidden_confounder,elevated_creatinine_recorded,elevated_creatinine_recorded,binary,14000,0.0,0.09357142857142857,14000,0.09357142857142857,0.29123155104921344,0.0,0.0,0.0,0.0,1.0
hidden_confounder,fall_reported,fall_reported,binary,14000,0.0,0.05828571428571429,14000,0.05828571428571429,0.23428292681268598,0.0,0.0,0.0,0.0,1.0
hidden_confounder,hospital_contact,hospital_contact,binary,14000,0.0,0.27085714285714285,14000,0.27085714285714285,0.4444024651376364,0.0,0.0,0.0,1.0,1.0
hidden_confounder,lft_tested,lft_tested,binary,14000,0.0,0.3292857142857143,14000,0.3292857142857143,0.46995386225996827,0.0,0.0,0.0,1.0,1.0
hidden_confounder,mood_screening_done,mood_screening_done,binary,14000,0.0,0.17685714285714285,14000,0.17685714285714285,0.38154776093898257,0.0,0.0,0.0,0.0,1.0
hidden_confounder,qt_recorded,qt_recorded,binary,14000,0.0,0.018357142857142857,14000,0.018357142857142857,0.1342391826676001,0.0,0.0,0.0,0.0,0.0
hidden_confounder,AKI,AKI,binary,14000,0.0,0.131,14000,0.131,0.3374003556607491,0.0,0.0,0.0,0.0,1.0
hidden_confounder,DILI,DILI,binary,14000,0.0,0.018,14000,0.018,0.132951118836962,0.0,0.0,0.0,0.0,0.0
hidden_confounder,Delirium,Delirium,binary,14000,0.0,0.03692857142857143,14000,0.03692857142857143,0.18858645773442043,0.0,0.0,0.0,0.0,0.0
hidden_confounder,Depression,Depression,binary,14000,0.0,0.08464285714285714,14000,0.08464285714285714,0.27834949951015003,0.0,0.0,0.0,0.0,1.0
hidden_confounder,Falls,Falls,binary,14000,0.0,0.07785714285714286,14000,0.07785714285714286,0.26794665171124143,0.0,0.0,0.0,0.0,1.0
hidden_confounder,GI_bleeding,GI_bleeding,binary,14000,0.0,0.021214285714285713,14000,0.021214285714285713,0.14409802148509318,0.0,0.0,0.0,0.0,0.0
hidden_confounder,Hospitalization,Hospitalization,binary,14000,0.0,0.225,14000,0.225,0.4175823272122517,0.0,0.0,0.0,0.0,1.0
hidden_confounder,Hyperkalemia,Hyperkalemia,binary,14000,0.0,0.048357142857142855,14000,0.048357142857142855,0.21451976503771567,0.0,0.0,0.0,0.0,0.0
hidden_confounder,Hyponatremia,Hyponatremia,binary,14000,0.0,0.07871428571428571,14000,0.07871428571428571,0.2692923076115905,0.0,0.0,0.0,0.0,1.0
hidden_confounder,QT_arrhythmia,QT_arrhythmia,binary,14000,0.0,0.015928571428571427,14000,0.015928571428571427,0.12519924936203222,0.0,0.0,0.0,0.0,0.0
hidden_confounder,active_drug_count,active_drug_count,count,14000,0.0,,14000,5.868714285714286,2.2021206801163093,6.0,2.0,4.0,7.0,10.0
hidden_confounder,ddi_renal_double_hit,ddi_renal_double_hit,binary,14000,0.0,0.14135714285714285,14000,0.14135714285714285,0.34838958225011285,0.0,0.0,0.0,0.0,1.0
hidden_confounder,ddi_renal_triple_whammy,ddi_renal_triple_whammy,binary,14000,0.0,0.06814285714285714,14000,0.06814285714285714,0.2519908890481267,0.0,0.0,0.0,0.0,1.0
hidden_confounder,ddi_cns_depression_synergy,ddi_cns_depression_synergy,binary,14000,0.0,0.033357142857142856,14000,0.033357142857142856,0.17956737977024398,0.0,0.0,0.0,0.0,0.0
hidden_confounder,ddi_bleeding_dual,ddi_bleeding_dual,binary,14000,0.0,0.08407142857142857,14000,0.08407142857142857,0.27749490710531566,0.0,0.0,0.0,0.0,1.0
hidden_confounder,ddi_bleeding_triple,ddi_bleeding_triple,binary,14000,0.0,0.0245,14000,0.0245,0.15459543977750442,0.0,0.0,0.0,0.0,0.0
hidden_confounder,ddi_serotonergic_synergy,ddi_serotonergic_synergy,binary,14000,0.0,0.027428571428571427,14000,0.027428571428571427,0.16332864077668427,0.0,0.0,0.0,0.0,0.0
hidden_confounder,ddi_qt_multidrug_load,ddi_qt_multidrug_load,count,14000,0.0,,14000,0.702,0.7631113006258373,1.0,0.0,0.0,1.0,2.0
hidden_confounder,ddi_hepatic_triple_hit,ddi_hepatic_triple_hit,binary,14000,0.0,0.0015,14000,0.0015,0.03870077518603471,0.0,0.0,0.0,0.0,0.0
hidden_confounder,cumulative_adr_burden,cumulative_adr_burden,continuous,14000,0.0,,14000,1.8654971428571427,1.5501827574258489,1.56,0.24,0.48,2.64,4.9
hidden_confounder,severe_adr_burden,severe_adr_burden,binary,14000,0.0,0.10335714285714286,14000,0.10335714285714286,0.30442477540034585,0.0,0.0,0.0,0.0,1.0
hidden_confounder,statin,statin,binary,14000,0.0,0.3097857142857143,14000,0.3097857142857143,0.4624051529883767,0.0,0.0,0.0,1.0,1.0
hidden_confounder,macrolide,macrolide,binary,14000,0.0,0.12271428571428572,14000,0.12271428571428572,0.3281089602493634,0.0,0.0,0.0,0.0,1.0
hidden_confounder,azole_antifungal,azole_antifungal,binary,14000,0.0,0.07835714285714286,14000,0.07835714285714286,0.2687327687878948,0.0,0.0,0.0,0.0,1.0
hidden_confounder,metformin,metformin,binary,14000,0.0,0.29328571428571426,14000,0.29328571428571426,0.45526827704292405,0.0,0.0,0.0,1.0,1.0
hidden_confounder,digoxin,digoxin,binary,14000,0.0,0.09071428571428572,14000,0.09071428571428572,0.2872023747841104,0.0,0.0,0.0,0.0,1.0
hidden_confounder,triptan,triptan,binary,14000,0.0,0.08885714285714286,14000,0.08885714285714286,0.2845374334255656,0.0,0.0,0.0,0.0,1.0
hidden_confounder,lithium,lithium,binary,14000,0.0,0.052571428571428575,14000,0.052571428571428575,0.22317632820124036,0.0,0.0,0.0,0.0,1.0
hidden_confounder,potassium_supplement,potassium_supplement,binary,14000,0.0,0.13014285714285714,14000,0.13014285714285714,0.3364605383660186,0.0,0.0,0.0,0.0,1.0
hidden_confounder,hypertension,hypertension,binary,14000,0.0,0.5300714285714285,14000,0.5300714285714285,0.499094889959488,1.0,0.0,0.0,1.0,1.0
hidden_confounder,atrial_fibrillation,atrial_fibrillation,binary,14000,0.0,0.13657142857142857,14000,0.13657142857142857,0.34339434105615046,0.0,0.0,0.0,0.0,1.0
hidden_confounder,epilepsy,epilepsy,binary,14000,0.0,0.032857142857142856,14000,0.032857142857142856,0.17826259007545067,0.0,0.0,0.0,0.0,0.0
hidden_confounder,hypothyroidism,hypothyroidism,binary,14000,0.0,0.15,14000,0.15,0.3570714214271425,0.0,0.0,0.0,0.0,1.0
hidden_confounder,obesity,obesity,binary,14000,0.0,0.33685714285714285,14000,0.33685714285714285,0.47263559764713586,0.0,0.0,0.0,1.0,1.0
hidden_confounder,nephrotoxin_load,nephrotoxin_load,count,14000,0.0,,14000,1.0979285714285714,0.8510808224408128,1.0,0.0,0.0,2.0,3.0
hidden_confounder,hepatic_drug_load,hepatic_drug_load,count,14000,0.0,,14000,0.9044285714285715,0.8546563816015446,1.0,0.0,0.0,1.0,2.0
hidden_confounder,qt_drug_load_v3,qt_drug_load_v3,count,14000,0.0,,14000,0.7927142857142857,0.8154077357434157,1.0,0.0,0.0,1.0,2.0
hidden_confounder,cns_depressant_load,cns_depressant_load,count,14000,0.0,,14000,0.6017857142857143,0.7125886088832771,0.0,0.0,0.0,1.0,2.0
hidden_confounder,bleeding_risk_load,bleeding_risk_load,count,14000,0.0,,14000,1.2585,0.9815253617274928,1.0,0.0,1.0,2.0,3.0
hidden_confounder,serotonergic_load,serotonergic_load,count,14000,0.0,,14000,0.6242142857142857,0.7201186091363629,0.0,0.0,0.0,1.0,2.0
hidden_confounder,cyp_inhibitor_load,cyp_inhibitor_load,count,14000,0.0,,14000,0.20107142857142857,0.4246834054892647,0.0,0.0,0.0,0.0,1.0
hidden_confounder,ddi_statin_cyp_inhibitor,ddi_statin_cyp_inhibitor,binary,14000,0.0,0.05821428571428571,14000,0.05821428571428571,0.23414820659800328,0.0,0.0,0.0,0.0,1.0
hidden_confounder,ddi_metformin_renal_risk,ddi_metformin_renal_risk,binary,14000,0.0,0.030642857142857142,14000,0.030642857142857142,0.17234811414396037,0.0,0.0,0.0,0.0,0.0
hidden_confounder,ddi_lithium_renal_risk,ddi_lithium_renal_risk,binary,14000,0.0,0.005071428571428571,14000,0.005071428571428571,0.07103315552383598,0.0,0.0,0.0,0.0,0.0
hidden_confounder,ddi_digoxin_electrolyte_risk,ddi_digoxin_electrolyte_risk,binary,14000,0.0,0.008142857142857143,14000,0.008142857142857143,0.08986963347209202,0.0,0.0,0.0,0.0,0.0
hidden_confounder,ddi_serotonergic_high_load,ddi_serotonergic_high_load,binary,14000,0.0,0.11492857142857144,14000,0.11492857142857144,0.3189357222042698,0.0,0.0,0.0,0.0,1.0
hidden_confounder,drug_disease_nsaid_ckd,drug_disease_nsaid_ckd,binary,14000,0.0,0.025214285714285713,14000,0.025214285714285713,0.156775398293878,0.0,0.0,0.0,0.0,0.0
hidden_confounder,drug_disease_nsaid_heart_failure,drug_disease_nsaid_heart_failure,binary,14000,0.0,0.023,14000,0.023,0.14990330216509573,0.0,0.0,0.0,0.0,0.0
hidden_confounder,drug_disease_qt_baseline_risk,drug_disease_qt_baseline_risk,binary,14000,0.0,0.040785714285714286,14000,0.040785714285714286,0.197793427079664,0.0,0.0,0.0,0.0,0.0
hidden_confounder,drug_disease_hepatic_liver_disease,drug_disease_hepatic_liver_disease,binary,14000,0.0,0.039857142857142855,14000,0.039857142857142855,0.19562349301760296,0.0,0.0,0.0,0.0,0.0
hidden_confounder,drug_disease_anticoagulant_frailty,drug_disease_anticoagulant_frailty,binary,14000,0.0,0.012142857142857143,14000,0.012142857142857143,0.10952355072433191,0.0,0.0,0.0,0.0,0.0
hidden_confounder,muscle_injury,muscle_injury,binary,14000,0.0,0.031,14000,0.031,0.1733176274935703,0.0,0.0,0.0,0.0,0.0
hidden_confounder,lactate_accumulation,lactate_accumulation,binary,14000,0.0,0.014857142857142857,14000,0.014857142857142857,0.12098102398006598,0.0,0.0,0.0,0.0,0.0
hidden_confounder,serotonin_toxicity,serotonin_toxicity,binary,14000,0.0,0.015642857142857142,14000,0.015642857142857142,0.12408931526632459,0.0,0.0,0.0,0.0,0.0
hidden_confounder,digoxin_toxicity,digoxin_toxicity,binary,14000,0.0,0.010285714285714285,14000,0.010285714285714285,0.10089558150556911,0.0,0.0,0.0,0.0,0.0
hidden_confounder,lithium_toxicity,lithium_toxicity,binary,14000,0.0,0.006857142857142857,14000,0.006857142857142857,0.0825234660504489,0.0,0.0,0.0,0.0,0.0
hidden_confounder,Serotonin_syndrome,Serotonin_syndrome,binary,14000,0.0,0.0025,14000,0.0025,0.04993746088859544,0.0,0.0,0.0,0.0,0.0
hidden_confounder,Rhabdomyolysis,Rhabdomyolysis,binary,14000,0.0,0.003357142857142857,14000,0.003357142857142857,0.05784351691399471,0.0,0.0,0.0,0.0,0.0
hidden_confounder,Lactic_acidosis,Lactic_acidosis,binary,14000,0.0,0.0055,14000,0.0055,0.0739577582137263,0.0,0.0,0.0,0.0,0.0
selection_bias,age,age,continuous,9854,0.0,,9854,65.88458494012583,12.054171282453167,65.8,45.965,57.6,74.1,85.8
selection_bias,alcohol_use,alcohol_use,binary,9854,0.0,0.12867870915364318,9854,0.12867870915364318,0.33484399197864567,0.0,0.0,0.0,0.0,1.0
selection_bias,baseline_alt_ast,baseline_alt_ast,continuous,9854,0.0,,9854,24.84640755023341,9.995796598950108,24.3,8.8,17.9,31.2,42.0
selection_bias,baseline_egfr,baseline_egfr,continuous,9854,0.0,,9854,74.23273797442663,20.141104175368074,74.4,40.465,60.7,87.9,107.3
selection_bias,baseline_mood_vulnerability,baseline_mood_vulnerability,binary,9854,0.0,0.1167038765983357,9854,0.1167038765983357,0.32106709857171,0.0,0.0,0.0,0.0,1.0
selection_bias,baseline_potassium,baseline_potassium,continuous,9854,0.0,,9854,4.2703460523645225,0.3615789910250649,4.27,3.67,4.03,4.51,4.86
selection_bias,baseline_qt_risk,baseline_qt_risk,binary,9854,0.0,0.06931195453622895,9854,0.06931195453622895,0.2539838725088596,0.0,0.0,0.0,0.0,1.0
selection_bias,baseline_sodium,baseline_sodium,continuous,9854,0.0,,9854,138.95451593261618,2.5205740395869825,138.9,134.9,137.2,140.7,143.2
selection_bias,ckd,ckd,binary,9854,0.0,0.09955348081997159,9854,0.09955348081997159,0.29940371620372236,0.0,0.0,0.0,0.0,1.0
selection_bias,depression_history,depression_history,binary,9854,0.0,0.12005277044854881,9854,0.12005277044854881,0.32502323417899964,0.0,0.0,0.0,0.0,1.0
selection_bias,diabetes,diabetes,binary,9854,0.0,0.1749543332656789,9854,0.1749543332656789,0.3799280386300025,0.0,0.0,0.0,0.0,1.0
selection_bias,frailty,frailty,binary,9854,0.0,0.04343413842094581,9854,0.04343413842094581,0.20383231843987823,0.0,0.0,0.0,0.0,0.0
selection_bias,heart_failure,heart_failure,binary,9854,0.0,0.08727420336919017,9854,0.08727420336919017,0.2822364554685723,0.0,0.0,0.0,0.0,1.0
selection_bias,infection,infection,binary,9854,0.0,0.08534605236452202,9854,0.08534605236452202,0.2793959622297973,0.0,0.0,0.0,0.0,1.0
selection_bias,liver_disease,liver_disease,binary,9854,0.0,0.061802313781205605,9854,0.061802313781205605,0.24079615402347068,0.0,0.0,0.0,0.0,1.0
selection_bias,monitoring_intensity,monitoring_intensity,continuous,9854,0.0,,9854,0.4373249441851025,0.19211069077096146,0.434,0.132,0.292,0.575,0.7633500000000004
selection_bias,polypharmacy_burden,polypharmacy_burden,count,9854,0.0,,9854,4.944793992287396,2.261967652067965,5.0,2.0,3.0,6.0,9.0
selection_bias,sex_female,sex_female,binary,9854,0.0,0.540288207834382,9854,0.540288207834382,0.49837421713958435,1.0,0.0,0.0,1.0,1.0
selection_bias,acei_arb,acei_arb,binary,9854,0.0,0.5403896894662066,9854,0.5403896894662066,0.49836600303875395,1.0,0.0,0.0,1.0,1.0
selection_bias,aminoglycoside,aminoglycoside,binary,9854,0.0,0.06687639537243759,9854,0.06687639537243759,0.24980781235667351,0.0,0.0,0.0,0.0,1.0
selection_bias,antibiotic_hepatic_risk,antibiotic_hepatic_risk,binary,9854,0.0,0.21158920235437387,9854,0.21158920235437387,0.4084350766050997,0.0,0.0,0.0,0.0,1.0
selection_bias,anticholinergic,anticholinergic,binary,9854,0.0,0.15739801096001624,9854,0.15739801096001624,0.3641756130026375,0.0,0.0,0.0,0.0,1.0
selection_bias,anticoagulant,anticoagulant,binary,9854,0.0,0.2729855896082809,9854,0.2729855896082809,0.44549349880161,0.0,0.0,0.0,1.0,1.0
selection_bias,antiplatelet,antiplatelet,binary,9854,0.0,0.30170489141465395,9854,0.30170489141465395,0.458997875715265,0.0,0.0,0.0,1.0,1.0
selection_bias,benzodiazepine,benzodiazepine,binary,9854,0.0,0.19829510858534605,9854,0.19829510858534605,0.39871563613240935,0.0,0.0,0.0,0.0,1.0
selection_bias,beta_blocker,beta_blocker,binary,9854,0.0,0.33235234422569515,9854,0.33235234422569515,0.4710565396142805,0.0,0.0,0.0,1.0,1.0
selection_bias,contrast_agent,contrast_agent,binary,9854,0.0,0.18571138623909073,9854,0.18571138623909073,0.3888735877637436,0.0,0.0,0.0,0.0,1.0
selection_bias,corticosteroid,corticosteroid,binary,9854,0.0,0.17180840267911507,9854,0.17180840267911507,0.37721383252469165,0.0,0.0,0.0,0.0,1.0
selection_bias,diuretic,diuretic,binary,9854,0.0,0.4487517759285569,9854,0.4487517759285569,0.49736668518259564,0.0,0.0,0.0,1.0,1.0
selection_bias,hepatotoxic_drug_A,hepatotoxic_drug_A,binary,9854,0.0,0.11061497868885732,9854,0.11061497868885732,0.3136547547519741,0.0,0.0,0.0,0.0,1.0
selection_bias,herbal_exposure,herbal_exposure,binary,9854,0.0,0.15354170895067992,9854,0.15354170895067992,0.3605088800060057,0.0,0.0,0.0,0.0,1.0
selection_bias,nsaid,nsaid,binary,9854,0.0,0.26953521412624315,9854,0.26953521412624315,0.4437183594039843,0.0,0.0,0.0,1.0,1.0
selection_bias,opioid,opioid,binary,9854,0.0,0.17201136594276437,9854,0.17201136594276437,0.3773903230466685,0.0,0.0,0.0,0.0,1.0
selection_bias,ppi,ppi,binary,9854,0.0,0.38410797645626144,9854,0.38410797645626144,0.4863836334406592,0.0,0.0,0.0,1.0,1.0
selection_bias,qt_prolonging_drug,qt_prolonging_drug,binary,9854,0.0,0.1381165009133347,9854,0.1381165009133347,0.34502222115219117,0.0,0.0,0.0,0.0,1.0
selection_bias,snri,snri,binary,9854,0.0,0.10554089709762533,9854,0.10554089709762533,0.30724911088146994,0.0,0.0,0.0,0.0,1.0
selection_bias,ssri,ssri,binary,9854,0.0,0.25685001014816317,9854,0.25685001014816317,0.4368959629420391,0.0,0.0,0.0,1.0,1.0
