patient_id,hetionet_id
1248,Compound::DB01598
1249,Compound::DB01599
1250,Compound::DB01600
1251,Compound::DB01601
1252,Compound::DB01602
1253,Compound::DB01603
1254,Compound::DB01604
1255,Compound::DB01605
1256,Compound::DB01606
1257,Compound::DB01607
1258,Compound::DB01608
1259,Compound::DB01609
1260,Compound::DB01610
1261,Compound::DB01611
1262,Compound::DB01612
1263,Compound::DB01613
1264,Compound::DB01614
1265,Compound::DB01615
1266,Compound::DB01616
1267,Compound::DB01618
1268,Compound::DB01619
1269,Compound::DB01620
1270,Compound::DB01621
1271,Compound::DB01622
1272,Compound::DB01623
1273,Compound::DB01624
1274,Compound::DB01625
1275,Compound::DB01626
1276,Compound::DB01627
1277,Compound::DB01628
1278,Compound::DB01656
1279,Compound::DB01764
1280,Compound::DB02187
1281,Compound::DB02300
1282,Compound::DB02546
1283,Compound::DB02638
1284,Compound::DB02703
1285,Compound::DB02959
1286,Compound::DB03147
1287,Compound::DB03166
1288,Compound::DB03255
1289,Compound::DB04552
1290,Compound::DB04570
1291,Compound::DB04571
1292,Compound::DB04572
1293,Compound::DB04573
1294,Compound::DB04574
1295,Compound::DB04575
1296,Compound::DB04711
1297,Compound::DB04786
1298,Compound::DB04794
1299,Compound::DB04835
1300,Compound::DB04837
1301,Compound::DB04838
1302,Compound::DB04839
1303,Compound::DB04840
1304,Compound::DB04841
1305,Compound::DB04842
1306,Compound::DB04843
1307,Compound::DB04844
1308,Compound::DB04845
1309,Compound::DB04855
1310,Compound::DB04861
1311,Compound::DB04865
1312,Compound::DB04868
1313,Compound::DB04876
1314,Compound::DB04877
1315,Compound::DB04878
1316,Compound::DB04880
1317,Compound::DB04890
1318,Compound::DB04894
1319,Compound::DB04896
1320,Compound::DB04898
1321,Compound::DB04911
1322,Compound::DB04920
1323,Compound::DB04930
1324,Compound::DB04938
1325,Compound::DB04942
1326,Compound::DB04946
1327,Compound::DB04948
1328,Compound::DB04953
1329,Compound::DB04967
1330,Compound::DB05013
1331,Compound::DB05039
1332,Compound::DB05109
1333,Compound::DB05245
1334,Compound::DB05246
1335,Compound::DB05260
1336,Compound::DB05265
1337,Compound::DB05266
1338,Compound::DB05271
1339,Compound::DB05294
1340,Compound::DB05389
1341,Compound::DB05521
1342,Compound::DB05630
1343,Compound::DB05812
1344,Compound::DB06144
1345,Compound::DB06147
1346,Compound::DB06148
1347,Compound::DB06150
1348,Compound::DB06151
1349,Compound::DB06155
1350,Compound::DB06196
1351,Compound::DB06201
1352,Compound::DB06203
1353,Compound::DB06204
1354,Compound::DB06207
1355,Compound::DB06209
1356,Compound::DB06210
1357,Compound::DB06212
1358,Compound::DB06213
1359,Compound::DB06216
1360,Compound::DB06218
1361,Compound::DB06228
1362,Compound::DB06237
1363,Compound::DB06255
1364,Compound::DB06262
1365,Compound::DB06267
1366,Compound::DB06268
1367,Compound::DB06274
1368,Compound::DB06287
1369,Compound::DB06288
1370,Compound::DB06290
1371,Compound::DB06292
1372,Compound::DB06335
1373,Compound::DB06402
1374,Compound::DB06414
1375,Compound::DB06439
1376,Compound::DB06589
1377,Compound::DB06590
1378,Compound::DB06594
1379,Compound::DB06605
1380,Compound::DB06614
1381,Compound::DB06616
1382,Compound::DB06623
1383,Compound::DB06637
1384,Compound::DB06663
1385,Compound::DB06684
1386,Compound::DB06689
1387,Compound::DB06691
1388,Compound::DB06694
1389,Compound::DB06695
1390,Compound::DB06696
1391,Compound::DB06697
1392,Compound::DB06698
1393,Compound::DB06699
1394,Compound::DB06700
1395,Compound::DB06701
1396,Compound::DB06702
1397,Compound::DB06703
1398,Compound::DB06704
1399,Compound::DB06705
1400,Compound::DB06706
1401,Compound::DB06707
1402,Compound::DB06708
1403,Compound::DB06709
1404,Compound::DB06710
1405,Compound::DB06711
1406,Compound::DB06712
1407,Compound::DB06713
1408,Compound::DB06714
1409,Compound::DB06715
1410,Compound::DB06716
1411,Compound::DB06717
1412,Compound::DB06718
1413,Compound::DB06723
1414,Compound::DB06725
1415,Compound::DB06729
1416,Compound::DB06730
1417,Compound::DB06738
1418,Compound::DB06751
1419,Compound::DB06766
1420,Compound::DB06768
1421,Compound::DB06770
1422,Compound::DB06771
1423,Compound::DB06772
1424,Compound::DB06775
1425,Compound::DB06777
1426,Compound::DB06781
1427,Compound::DB06782
1428,Compound::DB06795
1429,Compound::DB06800
1430,Compound::DB06802
1431,Compound::DB06803
1432,Compound::DB06804
1433,Compound::DB06809
1434,Compound::DB06810
1435,Compound::DB06811
1436,Compound::DB06813
1437,Compound::DB06817
1438,Compound::DB06827
1439,Compound::DB07402
1440,Compound::DB08604
1441,Compound::DB08792
1442,Compound::DB08795
1443,Compound::DB08796
1444,Compound::DB08797
1445,Compound::DB08798
1446,Compound::DB08799
1447,Compound::DB08800
1448,Compound::DB08801
1449,Compound::DB08802
1450,Compound::DB08803
1451,Compound::DB08804
1452,Compound::DB08806
1453,Compound::DB08807
1454,Compound::DB08808
1455,Compound::DB08810
1456,Compound::DB08811
1457,Compound::DB08815
1458,Compound::DB08816
1459,Compound::DB08819
1460,Compound::DB08820
1461,Compound::DB08822
1462,Compound::DB08823
1463,Compound::DB08824
1464,Compound::DB08826
1465,Compound::DB08827
1466,Compound::DB08828
1467,Compound::DB08834
1468,Compound::DB08835
1469,Compound::DB08842
1470,Compound::DB08847
1471,Compound::DB08860
1472,Compound::DB08864
1473,Compound::DB08865
1474,Compound::DB08866
1475,Compound::DB08868
1476,Compound::DB08871
1477,Compound::DB08873
1478,Compound::DB08874
1479,Compound::DB08877
1480,Compound::DB08881
1481,Compound::DB08882
1482,Compound::DB08884
1483,Compound::DB08887
1484,Compound::DB08889
1485,Compound::DB08890
1486,Compound::DB08893
1487,Compound::DB08896
1488,Compound::DB08897
1489,Compound::DB08899
1490,Compound::DB08901
1491,Compound::DB08903
1492,Compound::DB08905
1493,Compound::DB08906
1494,Compound::DB08907
1495,Compound::DB08909
1496,Compound::DB08910
1497,Compound::DB08911
1498,Compound::DB08912
1499,Compound::DB08913
1500,Compound::DB08916
1501,Compound::DB08918
1502,Compound::DB08924
1503,Compound::DB08928
1504,Compound::DB08930
1505,Compound::DB08932
1506,Compound::DB08933
1507,Compound::DB08934
1508,Compound::DB08936
1509,Compound::DB08941
1510,Compound::DB08943
1511,Compound::DB08944
1512,Compound::DB08946
1513,Compound::DB08947
1514,Compound::DB08954
1515,Compound::DB08957
1516,Compound::DB08958
1517,Compound::DB08965
1518,Compound::DB08966
1519,Compound::DB08967
1520,Compound::DB08968
1521,Compound::DB08970
1522,Compound::DB08971
1523,Compound::DB08974
1524,Compound::DB08976
1525,Compound::DB08979
1526,Compound::DB08981
1527,Compound::DB08982
1528,Compound::DB08983
1529,Compound::DB08984
1530,Compound::DB08987
1531,Compound::DB08990
1532,Compound::DB08991
1533,Compound::DB08992
1534,Compound::DB08993
1535,Compound::DB08994
1536,Compound::DB08995
1537,Compound::DB08996
1538,Compound::DB08998
1539,Compound::DB09000
1540,Compound::DB09002
1541,Compound::DB09003
1542,Compound::DB09006
1543,Compound::DB09008
1544,Compound::DB09009
1545,Compound::DB09014
1546,Compound::DB09015
1547,Compound::DB09017
1548,Compound::DB09018
1549,Compound::DB09019
1550,Compound::DB09020
1551,Compound::DB09028
