edge_id,source,target,edge_type,effect_sign,effect_size,activation_frequency,mechanistic_confidence,evidence_weight
e000312,reg__CTSD,ep__prostate cancer,DaG,1,0.5,0.5,1.0,1.0
e000313,reg__CHIC2,ep__hematologic cancer,DaG,1,0.5,0.5,1.0,1.0
e000314,reg__KIT,ep__breast cancer,DaG,1,0.5,0.5,1.0,1.0
e000315,reg__CDKN1B,ep__breast cancer,DaG,1,0.5,0.5,1.0,1.0
e000316,bind__MAOA,ep__schizophrenia,DaG,1,0.5,0.5,1.0,1.0
e000317,bind__CYP11B1,ep__hypertension,DaG,1,0.5,0.5,1.0,1.0
e000318,bind__CALM2,ep__hypertension,DaG,1,0.5,0.5,1.0,1.0
e000319,reg__TIPARP,ep__prostate cancer,DaG,1,0.5,0.5,1.0,1.0
e000320,reg__TXNRD1,ep__coronary artery disease,DaG,1,0.5,0.5,1.0,1.0
e000321,bind__HTR7,ep__coronary artery disease,DaG,1,0.5,0.5,1.0,1.0
e000322,bind__PDE4A,ep__hypertension,DaG,1,0.5,0.5,1.0,1.0
e000323,bind__ADRA2A,ep__hypertension,DaG,1,0.5,0.5,1.0,1.0
e000324,reg__JUN,ep__hematologic cancer,DaG,1,0.5,0.5,1.0,1.0
e000325,reg__CCL2,ep__multiple sclerosis,DaG,1,0.5,0.5,1.0,1.0
e000326,reg__IL1B,ep__asthma,DaG,1,0.5,0.5,1.0,1.0
e000327,bind__ACE,ep__prostate cancer,DaG,1,0.5,0.5,1.0,1.0
e000328,reg__ICAM1,ep__coronary artery disease,DaG,1,0.5,0.5,1.0,1.0
e000329,bind__ALB,ep__breast cancer,DaG,1,0.5,0.5,1.0,1.0
e000330,reg__CYCS,ep__hematologic cancer,DaG,1,0.5,0.5,1.0,1.0
e000331,bind__ALOX5,ep__rheumatoid arthritis,DaG,1,0.5,0.5,1.0,1.0
e000332,reg__COTL1,ep__breast cancer,DaG,1,0.5,0.5,1.0,1.0
e000333,reg__MPC2,ep__schizophrenia,DaG,1,0.5,0.5,1.0,1.0
e000334,reg__PRKCD,ep__coronary artery disease,DaG,1,0.5,0.5,1.0,1.0
e000335,reg__HSPD1,ep__rheumatoid arthritis,DaG,1,0.5,0.5,1.0,1.0
e000336,reg__MRPL19,ep__breast cancer,DaG,1,0.5,0.5,1.0,1.0
e000337,bind__ALB,ep__hematologic cancer,DaG,1,0.5,0.5,1.0,1.0
e000338,bind__ESR2,ep__hypertension,DaG,1,0.5,0.5,1.0,1.0
e000339,reg__NOTCH1,ep__breast cancer,DaG,1,0.5,0.5,1.0,1.0
e000340,bind__ADORA2A,ep__schizophrenia,DaG,1,0.5,0.5,1.0,1.0
e000341,reg__GJA1,ep__coronary artery disease,DaG,1,0.5,0.5,1.0,1.0
e000342,bind__DCK,ep__hematologic cancer,DaG,1,0.5,0.5,1.0,1.0
e000343,reg__DCK,ep__hematologic cancer,DaG,1,0.5,0.5,1.0,1.0
e000344,bind__SCN10A,ep__breast cancer,DaG,1,0.5,0.5,1.0,1.0
e000345,bind__PPARG,ep__coronary artery disease,DaG,1,0.5,0.5,1.0,1.0
e000346,reg__PPARG,ep__coronary artery disease,DaG,1,0.5,0.5,1.0,1.0
e000347,bind__ABCC1,ep__breast cancer,DaG,1,0.5,0.5,1.0,1.0
e000348,reg__ZFP36,ep__coronary artery disease,DaG,1,0.5,0.5,1.0,1.0
e000349,reg__DNM1L,ep__coronary artery disease,DaG,1,0.5,0.5,1.0,1.0
e000350,reg__NOTCH1,ep__hypertension,DaG,1,0.5,0.5,1.0,1.0
e000351,reg__KAT6A,ep__hematologic cancer,DaG,1,0.5,0.5,1.0,1.0
e000352,reg__MYC,ep__hypertension,DaG,1,0.5,0.5,1.0,1.0
e000353,reg__BRCA1,ep__hypertension,DaG,1,0.5,0.5,1.0,1.0
e000354,bind__TSPO,ep__asthma,DaG,1,0.5,0.5,1.0,1.0
e000355,bind__CA5B,ep__coronary artery disease,DaG,1,0.5,0.5,1.0,1.0
e000356,bind__COMT,ep__prostate cancer,DaG,1,0.5,0.5,1.0,1.0
e000357,reg__AGR2,ep__prostate cancer,DaG,1,0.5,0.5,1.0,1.0
e000358,bind__HTR1A,ep__migraine,DaG,1,0.5,0.5,1.0,1.0
e000359,bind__HTR1A,ep__schizophrenia,DaG,1,0.5,0.5,1.0,1.0
e000360,reg__ZFP36,ep__rheumatoid arthritis,DaG,1,0.5,0.5,1.0,1.0
e000361,bind__DRD4,ep__schizophrenia,DaG,1,0.5,0.5,1.0,1.0
e000362,bind__TYMS,ep__breast cancer,DaG,1,0.5,0.5,1.0,1.0
e000363,reg__TYMS,ep__breast cancer,DaG,1,0.5,0.5,1.0,1.0
e000364,bind__MPO,ep__prostate cancer,DaG,1,0.5,0.5,1.0,1.0
e000365,reg__SMAD3,ep__asthma,DaG,1,0.5,0.5,1.0,1.0
e000366,bind__ADRB1,ep__coronary artery disease,DaG,1,0.5,0.5,1.0,1.0
e000367,reg__HSPA1A,ep__prostate cancer,DaG,1,0.5,0.5,1.0,1.0
e000368,bind__ESR1,ep__coronary artery disease,DaG,1,0.5,0.5,1.0,1.0
e000369,reg__EZH2,ep__hematologic cancer,DaG,1,0.5,0.5,1.0,1.0
e000370,bind__TYMS,ep__prostate cancer,DaG,1,0.5,0.5,1.0,1.0
e000371,reg__TYMS,ep__prostate cancer,DaG,1,0.5,0.5,1.0,1.0
e000372,bind__AR,ep__breast cancer,DaG,1,0.5,0.5,1.0,1.0
e000373,bind__ESR2,ep__asthma,DaG,1,0.5,0.5,1.0,1.0
e000374,reg__SSBP2,ep__prostate cancer,DaG,1,0.5,0.5,1.0,1.0
e000375,reg__MYC,ep__breast cancer,DaG,1,0.5,0.5,1.0,1.0
e000376,reg__MYC,ep__hematologic cancer,DaG,1,0.5,0.5,1.0,1.0
e000377,reg__HSPA1A,ep__schizophrenia,DaG,1,0.5,0.5,1.0,1.0
e000378,reg__NRIP1,ep__breast cancer,DaG,1,0.5,0.5,1.0,1.0
e000379,bind__SLC12A3,ep__hypertension,DaG,1,0.5,0.5,1.0,1.0
e000380,reg__IER3,ep__hypertension,DaG,1,0.5,0.5,1.0,1.0
e000381,bind__CHRNA3,ep__schizophrenia,DaG,1,0.5,0.5,1.0,1.0
e000382,reg__ERBB3,ep__schizophrenia,DaG,1,0.5,0.5,1.0,1.0
e000383,bind__CYP3A4,ep__breast cancer,DaG,1,0.5,0.5,1.0,1.0
e000384,reg__EZH2,ep__breast cancer,DaG,1,0.5,0.5,1.0,1.0
e000385,reg__TLR4,ep__prostate cancer,DaG,1,0.5,0.5,1.0,1.0
e000386,bind__CHRNA4,ep__schizophrenia,DaG,1,0.5,0.5,1.0,1.0
e000387,reg__ADI1,ep__prostate cancer,DaG,1,0.5,0.5,1.0,1.0
e000388,bind__CYP1B1,ep__breast cancer,DaG,1,0.5,0.5,1.0,1.0
e000389,bind__CYP2A6,ep__prostate cancer,DaG,1,0.5,0.5,1.0,1.0
e000390,bind__HTR7,ep__hypertension,DaG,1,0.5,0.5,1.0,1.0
e000391,reg__ALAS1,ep__hypertension,DaG,1,0.5,0.5,1.0,1.0
e000392,bind__SHBG,ep__breast cancer,DaG,1,0.5,0.5,1.0,1.0
e000393,reg__RHOA,ep__asthma,DaG,1,0.5,0.5,1.0,1.0
e000394,bind__SHBG,ep__prostate cancer,DaG,1,0.5,0.5,1.0,1.0
e000395,bind__ACE,ep__migraine,DaG,1,0.5,0.5,1.0,1.0
e000396,bind__CYP1A1,ep__prostate cancer,DaG,1,0.5,0.5,1.0,1.0
e000397,bind__NR3C1,ep__hypertension,DaG,1,0.5,0.5,1.0,1.0
e000398,bind__HTR2A,ep__coronary artery disease,DaG,1,0.5,0.5,1.0,1.0
e000399,reg__DDIT4,ep__hematologic cancer,DaG,1,0.5,0.5,1.0,1.0
e000400,bind__PDE4D,ep__hypertension,DaG,1,0.5,0.5,1.0,1.0
e000401,bind__ABCB1,ep__hematologic cancer,DaG,1,0.5,0.5,1.0,1.0
e000402,bind__CYP2E1,ep__prostate cancer,DaG,1,0.5,0.5,1.0,1.0
e000403,reg__CTSD,ep__rheumatoid arthritis,DaG,1,0.5,0.5,1.0,1.0
e000404,bind__CYP17A1,ep__prostate cancer,DaG,1,0.5,0.5,1.0,1.0
e000405,bind__PDE4B,ep__asthma,DaG,1,0.5,0.5,1.0,1.0
e000406,reg__CASC3,ep__hematologic cancer,DaG,1,0.5,0.5,1.0,1.0
e000407,bind__SLC22A1,ep__prostate cancer,DaG,1,0.5,0.5,1.0,1.0
e000408,bind__ABCB1,ep__breast cancer,DaG,1,0.5,0.5,1.0,1.0
e000409,bind__CYP2C18,ep__hypertension,DaG,1,0.5,0.5,1.0,1.0
e000410,reg__IGFBP3,ep__breast cancer,DaG,1,0.5,0.5,1.0,1.0
e000411,bind__CYP19A1,ep__hypertension,DaG,1,0.5,0.5,1.0,1.0
e000412,reg__NRIP1,ep__coronary artery disease,DaG,1,0.5,0.5,1.0,1.0
e000413,bind__SLC6A3,ep__hypertension,DaG,1,0.5,0.5,1.0,1.0
e000414,bind__ATP1A1,ep__coronary artery disease,DaG,1,0.5,0.5,1.0,1.0
e000415,reg__RGS2,ep__breast cancer,DaG,1,0.5,0.5,1.0,1.0
e000416,bind__PDE4D,ep__breast cancer,DaG,1,0.5,0.5,1.0,1.0
e000417,bind__DRD2,ep__hypertension,DaG,1,0.5,0.5,1.0,1.0
e000418,reg__CXCL2,ep__breast cancer,DaG,1,0.5,0.5,1.0,1.0
e000419,reg__CHEK2,ep__prostate cancer,DaG,1,0.5,0.5,1.0,1.0
e000420,bind__SLC6A3,ep__schizophrenia,DaG,1,0.5,0.5,1.0,1.0
e000421,bind__HTR2A,ep__migraine,DaG,1,0.5,0.5,1.0,1.0
e000422,bind__CYP11A1,ep__hypertension,DaG,1,0.5,0.5,1.0,1.0
e000423,reg__GHR,ep__coronary artery disease,DaG,1,0.5,0.5,1.0,1.0
e000424,reg__BIRC5,ep__hypertension,DaG,1,0.5,0.5,1.0,1.0
e000425,reg__CEBPA,ep__hematologic cancer,DaG,1,0.5,0.5,1.0,1.0
e000426,bind__ALB,ep__coronary artery disease,DaG,1,0.5,0.5,1.0,1.0
e000427,reg__HSPB1,ep__hematologic cancer,DaG,1,0.5,0.5,1.0,1.0
e000428,reg__MIF,ep__hypertension,DaG,1,0.5,0.5,1.0,1.0
e000429,reg__HERPUD1,ep__prostate cancer,DaG,1,0.5,0.5,1.0,1.0
e000430,bind__TOP2A,ep__prostate cancer,DaG,1,0.5,0.5,1.0,1.0
e000431,reg__TOP2A,ep__prostate cancer,DaG,1,0.5,0.5,1.0,1.0
e000432,bind__COMT,ep__hypertension,DaG,1,0.5,0.5,1.0,1.0
e000433,reg__ICAM1,ep__asthma,DaG,1,0.5,0.5,1.0,1.0
e000434,bind__ACHE,ep__breast cancer,DaG,1,0.5,0.5,1.0,1.0
e000435,reg__BIRC5,ep__coronary artery disease,DaG,1,0.5,0.5,1.0,1.0
e000436,bind__PDE4B,ep__coronary artery disease,DaG,1,0.5,0.5,1.0,1.0
e000437,reg__NFKBIE,ep__rheumatoid arthritis,DaG,1,0.5,0.5,1.0,1.0
e000438,bind__AR,ep__hematologic cancer,DaG,1,0.5,0.5,1.0,1.0
e000439,reg__HMGCR,ep__hypertension,DaG,1,0.5,0.5,1.0,1.0
e000440,bind__CYP17A1,ep__hypertension,DaG,1,0.5,0.5,1.0,1.0
e000441,bind__HTR2B,ep__hypertension,DaG,1,0.5,0.5,1.0,1.0
e000442,bind__PPARG,ep__hypertension,DaG,1,0.5,0.5,1.0,1.0
e000443,reg__PPARG,ep__hypertension,DaG,1,0.5,0.5,1.0,1.0
e000444,bind__HTR2B,ep__migraine,DaG,1,0.5,0.5,1.0,1.0
e000445,reg__NUCB2,ep__prostate cancer,DaG,1,0.5,0.5,1.0,1.0
e000446,reg__ICAM1,ep__hypertension,DaG,1,0.5,0.5,1.0,1.0
e000447,bind__SLC6A4,ep__schizophrenia,DaG,1,0.5,0.5,1.0,1.0
e000448,reg__MYC,ep__prostate cancer,DaG,1,0.5,0.5,1.0,1.0
e000449,reg__MMP1,ep__hypertension,DaG,1,0.5,0.5,1.0,1.0
e000450,reg__IL1B,ep__hypertension,DaG,1,0.5,0.5,1.0,1.0
e000451,reg__ERBB3,ep__prostate cancer,DaG,1,0.5,0.5,1.0,1.0
e000452,bind__ADRB2,ep__hypertension,DaG,1,0.5,0.5,1.0,1.0
e000453,reg__ADRB2,ep__hypertension,DaG,1,0.5,0.5,1.0,1.0
e000454,bind__ACE,ep__asthma,DaG,1,0.5,0.5,1.0,1.0
e000455,reg__TCEA2,ep__hematologic cancer,DaG,1,0.5,0.5,1.0,1.0
e000456,bind__ABL1,ep__rheumatoid arthritis,DdG,1,0.5,0.5,1.0,1.0
e000457,reg__MYC,ep__breast cancer,DdG,1,0.5,0.5,1.0,1.0
e000458,reg__ABHD6,ep__schizophrenia,DdG,1,0.5,0.5,1.0,1.0
e000459,reg__INPP1,ep__breast cancer,DdG,1,0.5,0.5,1.0,1.0
e000460,reg__LBR,ep__hematologic cancer,DdG,1,0.5,0.5,1.0,1.0
e000461,reg__NRIP1,ep__hematologic cancer,DdG,1,0.5,0.5,1.0,1.0
e000462,reg__TMEM97,ep__hypertension,DdG,1,0.5,0.5,1.0,1.0
e000463,reg__ALDOC,ep__breast cancer,DdG,1,0.5,0.5,1.0,1.0
e000464,reg__LAMA3,ep__breast cancer,DdG,1,0.5,0.5,1.0,1.0
e000465,reg__GPC1,ep__hematologic cancer,DdG,1,0.5,0.5,1.0,1.0
e000466,reg__PCK2,ep__schizophrenia,DdG,1,0.5,0.5,1.0,1.0
e000467,reg__GNAI1,ep__breast cancer,DdG,1,0.5,0.5,1.0,1.0
e000468,bind__MAOA,ep__breast cancer,DdG,1,0.5,0.5,1.0,1.0
e000469,reg__ABHD6,ep__hematologic cancer,DdG,1,0.5,0.5,1.0,1.0
e000470,bind__CA2,ep__schizophrenia,DdG,1,0.5,0.5,1.0,1.0
e000471,reg__ADI1,ep__rheumatoid arthritis,DdG,1,0.5,0.5,1.0,1.0
e000472,reg__PER1,ep__rheumatoid arthritis,DdG,1,0.5,0.5,1.0,1.0
e000473,bind__HTR3A,ep__hematologic cancer,DdG,1,0.5,0.5,1.0,1.0
e000474,reg__RPS4Y1,ep__rheumatoid arthritis,DdG,1,0.5,0.5,1.0,1.0
e000475,reg__BNIP3,ep__schizophrenia,DdG,1,0.5,0.5,1.0,1.0
e000476,reg__HMG20B,ep__rheumatoid arthritis,DdG,1,0.5,0.5,1.0,1.0
e000477,reg__PROS1,ep__breast cancer,DdG,1,0.5,0.5,1.0,1.0
e000478,bind__MPO,ep__hematologic cancer,DdG,1,0.5,0.5,1.0,1.0
e000479,reg__LGMN,ep__hematologic cancer,DdG,1,0.5,0.5,1.0,1.0
e000480,reg__SOCS2,ep__breast cancer,DdG,1,0.5,0.5,1.0,1.0
e000481,reg__GRB10,ep__hematologic cancer,DdG,1,0.5,0.5,1.0,1.0
e000482,reg__CCNA2,ep__schizophrenia,DdG,1,0.5,0.5,1.0,1.0
e000483,reg__KLHL21,ep__breast cancer,DdG,1,0.5,0.5,1.0,1.0
e000484,bind__SLC18A2,ep__hematologic cancer,DdG,1,0.5,0.5,1.0,1.0
e000485,reg__SMNDC1,ep__prostate cancer,DdG,1,0.5,0.5,1.0,1.0
e000486,reg__CBLB,ep__rheumatoid arthritis,DdG,1,0.5,0.5,1.0,1.0
e000487,bind__PDE4B,ep__rheumatoid arthritis,DdG,1,0.5,0.5,1.0,1.0
e000488,reg__PCNA,ep__schizophrenia,DdG,1,0.5,0.5,1.0,1.0
e000489,reg__HERPUD1,ep__hematologic cancer,DdG,1,0.5,0.5,1.0,1.0
e000490,reg__VPS28,ep__schizophrenia,DdG,1,0.5,0.5,1.0,1.0
e000491,reg__PARP2,ep__schizophrenia,DdG,1,0.5,0.5,1.0,1.0
e000492,reg__CEBPD,ep__rheumatoid arthritis,DdG,1,0.5,0.5,1.0,1.0
e000493,reg__TIPARP,ep__rheumatoid arthritis,DdG,1,0.5,0.5,1.0,1.0
e000494,reg__HADH,ep__breast cancer,DdG,1,0.5,0.5,1.0,1.0
e000495,reg__PUF60,ep__schizophrenia,DdG,1,0.5,0.5,1.0,1.0
e000496,reg__CXCL2,ep__breast cancer,DdG,1,0.5,0.5,1.0,1.0
e000497,reg__BNIP3,ep__hematologic cancer,DdG,1,0.5,0.5,1.0,1.0
e000498,reg__PRKCQ,ep__hematologic cancer,DdG,1,0.5,0.5,1.0,1.0
e000499,reg__FDPS,ep__schizophrenia,DdG,1,0.5,0.5,1.0,1.0
e000500,reg__INSIG1,ep__rheumatoid arthritis,DdG,1,0.5,0.5,1.0,1.0
e000501,bind__NR3C1,ep__breast cancer,DdG,1,0.5,0.5,1.0,1.0
e000502,reg__SMAD3,ep__breast cancer,DdG,1,0.5,0.5,1.0,1.0
e000503,reg__NR1H2,ep__schizophrenia,DdG,1,0.5,0.5,1.0,1.0
e000504,reg__PFN1,ep__schizophrenia,DdG,1,0.5,0.5,1.0,1.0
e000505,reg__ZFP36,ep__rheumatoid arthritis,DdG,1,0.5,0.5,1.0,1.0
e000506,bind__NR3C2,ep__breast cancer,DdG,1,0.5,0.5,1.0,1.0
e000507,reg__CYCS,ep__schizophrenia,DdG,1,0.5,0.5,1.0,1.0
e000508,bind__AOX1,ep__breast cancer,DdG,1,0.5,0.5,1.0,1.0
e000509,bind__ADRB2,ep__breast cancer,DdG,1,0.5,0.5,1.0,1.0
e000510,reg__ADRB2,ep__breast cancer,DdG,1,0.5,0.5,1.0,1.0
e000511,reg__GHR,ep__breast cancer,DdG,1,0.5,0.5,1.0,1.0
e000512,reg__DUSP6,ep__breast cancer,DdG,1,0.5,0.5,1.0,1.0
e000513,reg__NUCB2,ep__hematologic cancer,DdG,1,0.5,0.5,1.0,1.0
e000514,reg__CLTB,ep__hematologic cancer,DuG,1,0.5,0.5,1.0,1.0
e000515,reg__TPX2,ep__hypertension,DuG,1,0.5,0.5,1.0,1.0
e000516,reg__CCNB2,ep__breast cancer,DuG,1,0.5,0.5,1.0,1.0
e000517,reg__MELK,ep__breast cancer,DuG,1,0.5,0.5,1.0,1.0
e000518,reg__HIST1H2BK,ep__breast cancer,DuG,1,0.5,0.5,1.0,1.0
e000519,bind__TYMS,ep__breast cancer,DuG,1,0.5,0.5,1.0,1.0
e000520,reg__TYMS,ep__breast cancer,DuG,1,0.5,0.5,1.0,1.0
e000521,reg__CHMP4A,ep__schizophrenia,DuG,1,0.5,0.5,1.0,1.0
e000522,reg__TIMELESS,ep__breast cancer,DuG,1,0.5,0.5,1.0,1.0
e000523,reg__UBE2C,ep__breast cancer,DuG,1,0.5,0.5,1.0,1.0
e000524,reg__ZDHHC6,ep__schizophrenia,DuG,1,0.5,0.5,1.0,1.0
e000525,reg__MYC,ep__hematologic cancer,DuG,1,0.5,0.5,1.0,1.0
e000526,reg__SQRDL,ep__hematologic cancer,DuG,1,0.5,0.5,1.0,1.0
e000527,reg__NUSAP1,ep__breast cancer,DuG,1,0.5,0.5,1.0,1.0
e000528,reg__PYCR1,ep__breast cancer,DuG,1,0.5,0.5,1.0,1.0
e000529,reg__MLLT11,ep__hematologic cancer,DuG,1,0.5,0.5,1.0,1.0
e000530,reg__SLC1A4,ep__schizophrenia,DuG,1,0.5,0.5,1.0,1.0
e000531,reg__STX1A,ep__breast cancer,DuG,1,0.5,0.5,1.0,1.0
e000532,reg__KIF2C,ep__breast cancer,DuG,1,0.5,0.5,1.0,1.0
e000533,reg__TES,ep__rheumatoid arthritis,DuG,1,0.5,0.5,1.0,1.0
e000534,reg__PTPRK,ep__hematologic cancer,DuG,1,0.5,0.5,1.0,1.0
e000535,reg__DTL,ep__breast cancer,DuG,1,0.5,0.5,1.0,1.0
e000536,reg__RPN1,ep__prostate cancer,DuG,1,0.5,0.5,1.0,1.0
e000537,reg__CDC20,ep__breast cancer,DuG,1,0.5,0.5,1.0,1.0
e000538,reg__CENPA,ep__breast cancer,DuG,1,0.5,0.5,1.0,1.0
e000539,reg__TIPARP,ep__schizophrenia,DuG,1,0.5,0.5,1.0,1.0
e000540,reg__SMC4,ep__breast cancer,DuG,1,0.5,0.5,1.0,1.0
e000541,reg__PGAM1,ep__rheumatoid arthritis,DuG,1,0.5,0.5,1.0,1.0
e000542,reg__TBP,ep__prostate cancer,DuG,1,0.5,0.5,1.0,1.0
e000543,reg__SQLE,ep__breast cancer,DuG,1,0.5,0.5,1.0,1.0
e000544,reg__CRYZ,ep__schizophrenia,DuG,1,0.5,0.5,1.0,1.0
e000545,reg__CNDP2,ep__hematologic cancer,DuG,1,0.5,0.5,1.0,1.0
e000546,reg__MYBL2,ep__breast cancer,DuG,1,0.5,0.5,1.0,1.0
e000547,reg__HJURP,ep__breast cancer,DuG,1,0.5,0.5,1.0,1.0
e000548,reg__NVL,ep__breast cancer,DuG,1,0.5,0.5,1.0,1.0
e000549,reg__PARP1,ep__breast cancer,DuG,1,0.5,0.5,1.0,1.0
e000550,reg__ATP6V0B,ep__breast cancer,DuG,1,0.5,0.5,1.0,1.0
e000551,reg__NNT,ep__hematologic cancer,DuG,1,0.5,0.5,1.0,1.0
e000552,reg__ASPM,ep__breast cancer,DuG,1,0.5,0.5,1.0,1.0
e000553,reg__GAA,ep__schizophrenia,DuG,1,0.5,0.5,1.0,1.0
e000554,reg__KCTD5,ep__prostate cancer,DuG,1,0.5,0.5,1.0,1.0
e000555,bind__ALOX5,ep__rheumatoid arthritis,DuG,1,0.5,0.5,1.0,1.0
e000556,reg__RRS1,ep__hematologic cancer,DuG,1,0.5,0.5,1.0,1.0
e000557,reg__ERBB2,ep__schizophrenia,DuG,1,0.5,0.5,1.0,1.0
e000558,reg__MTHFD2,ep__schizophrenia,DuG,1,0.5,0.5,1.0,1.0
e000559,reg__CDK1,ep__breast cancer,DuG,1,0.5,0.5,1.0,1.0
e000560,reg__GTF2A2,ep__prostate cancer,DuG,1,0.5,0.5,1.0,1.0
e000561,reg__TPX2,ep__breast cancer,DuG,1,0.5,0.5,1.0,1.0
e000562,reg__TXNDC9,ep__rheumatoid arthritis,DuG,1,0.5,0.5,1.0,1.0
e000563,bind__TYMS,ep__rheumatoid arthritis,DuG,1,0.5,0.5,1.0,1.0
e000564,reg__TYMS,ep__rheumatoid arthritis,DuG,1,0.5,0.5,1.0,1.0
e000565,reg__CSRP1,ep__hematologic cancer,DuG,1,0.5,0.5,1.0,1.0
e000566,reg__AGR2,ep__hematologic cancer,DuG,1,0.5,0.5,1.0,1.0
e000567,reg__COL11A1,ep__breast cancer,DuG,1,0.5,0.5,1.0,1.0
e000568,reg__ADGRE5,ep__rheumatoid arthritis,DuG,1,0.5,0.5,1.0,1.0
e000569,reg__RPS6KA1,ep__rheumatoid arthritis,DuG,1,0.5,0.5,1.0,1.0
e000570,bind__SLC22A4,ep__hypertension,DuG,1,0.5,0.5,1.0,1.0
e000571,reg__PAFAH1B3,ep__breast cancer,DuG,1,0.5,0.5,1.0,1.0
e000572,reg__PTPN6,ep__rheumatoid arthritis,DuG,1,0.5,0.5,1.0,1.0
e000573,reg__GINS2,ep__breast cancer,DuG,1,0.5,0.5,1.0,1.0
e000574,reg__CANT1,ep__breast cancer,DuG,1,0.5,0.5,1.0,1.0
e000575,reg__MIF,ep__breast cancer,DuG,1,0.5,0.5,1.0,1.0
e000576,reg__CGRRF1,ep__schizophrenia,DuG,1,0.5,0.5,1.0,1.0
e000577,reg__SLC1A4,ep__breast cancer,DuG,1,0.5,0.5,1.0,1.0
e000578,reg__KIT,ep__hematologic cancer,DuG,1,0.5,0.5,1.0,1.0
e000579,reg__KAT6A,ep__schizophrenia,DuG,1,0.5,0.5,1.0,1.0
e000580,reg__LRP10,ep__hematologic cancer,DuG,1,0.5,0.5,1.0,1.0
e000581,reg__PRAF2,ep__breast cancer,DuG,1,0.5,0.5,1.0,1.0
e000582,reg__EED,ep__rheumatoid arthritis,DuG,1,0.5,0.5,1.0,1.0
e000583,reg__AURKA,ep__breast cancer,DuG,1,0.5,0.5,1.0,1.0
e000584,reg__DMTF1,ep__schizophrenia,DuG,1,0.5,0.5,1.0,1.0
e000585,reg__PCNA,ep__prostate cancer,DuG,1,0.5,0.5,1.0,1.0
e000586,reg__CLTC,ep__rheumatoid arthritis,DuG,1,0.5,0.5,1.0,1.0
e000587,reg__PDHX,ep__schizophrenia,DuG,1,0.5,0.5,1.0,1.0
e000588,reg__ARHGEF2,ep__hematologic cancer,DuG,1,0.5,0.5,1.0,1.0
e000589,bind__TOP2A,ep__breast cancer,DuG,1,0.5,0.5,1.0,1.0
e000590,reg__TOP2A,ep__breast cancer,DuG,1,0.5,0.5,1.0,1.0
e000591,reg__HIST1H2BK,ep__hematologic cancer,DuG,1,0.5,0.5,1.0,1.0
e000592,reg__CEBPA,ep__schizophrenia,DuG,1,0.5,0.5,1.0,1.0
e000593,reg__CCNB1,ep__breast cancer,DuG,1,0.5,0.5,1.0,1.0
e000594,reg__BIRC5,ep__breast cancer,DuG,1,0.5,0.5,1.0,1.0
e000595,reg__PCNA,ep__breast cancer,DuG,1,0.5,0.5,1.0,1.0
e000596,reg__ATP6V1D,ep__rheumatoid arthritis,DuG,1,0.5,0.5,1.0,1.0
e000597,bind__ABCC6,reg__CRYZ,GcG,1,0.5,0.5,1.0,1.0
e000598,bind__PDE4A,reg__CCDC85B,GcG,1,0.5,0.5,1.0,1.0
e000599,bind__CHRM3,reg__CRIP1,GcG,1,0.5,0.5,1.0,1.0
e000600,bind__CYP2C19,reg__PAK1,GcG,1,0.5,0.5,1.0,1.0
e000601,bind__CACNA1S,reg__GPC1,GcG,1,0.5,0.5,1.0,1.0
e000602,bind__SLC22A6,reg__HMOX1,GcG,1,0.5,0.5,1.0,1.0
e000603,bind__SLCO1B3,reg__DEPDC1,GcG,1,0.5,0.5,1.0,1.0
e000604,bind__CHRM4,reg__B4GAT1,GcG,1,0.5,0.5,1.0,1.0
e000605,bind__PDE4C,reg__TICAM1,GcG,1,0.5,0.5,1.0,1.0
e000606,bind__CACNB2,reg__KCTD5,GcG,1,0.5,0.5,1.0,1.0
e000607,bind__GABRG1,reg__CRIP1,GcG,1,0.5,0.5,1.0,1.0
e000608,bind__ORM1,reg__RRP1B,GcG,1,0.5,0.5,1.0,1.0
e000609,bind__HTR2C,reg__NT5DC2,GcG,1,0.5,0.5,1.0,1.0
e000610,bind__DRD2,reg__DDIT4,GcG,1,0.5,0.5,1.0,1.0
e000611,bind__TUBB4B,reg__CRIP1,GcG,1,0.5,0.5,1.0,1.0
e000612,bind__ABCC4,reg__TSPAN4,GcG,1,0.5,0.5,1.0,1.0
e000613,bind__CACNA1G,reg__RRS1,GcG,1,0.5,0.5,1.0,1.0
e000614,bind__HTR6,reg__GPC1,GcG,1,0.5,0.5,1.0,1.0
e000615,bind__HTR2C,reg__DNAJB2,GcG,1,0.5,0.5,1.0,1.0
e000616,bind__CYP3A4,reg__PTK2B,GcG,1,0.5,0.5,1.0,1.0
e000617,bind__CYP3A7,reg__AKR7A2,GcG,1,0.5,0.5,1.0,1.0
e000618,bind__ESR2,reg__CRIP1,GcG,1,0.5,0.5,1.0,1.0
e000619,bind__CHRM3,reg__KIAA0907,GcG,1,0.5,0.5,1.0,1.0
e000620,bind__CALM1,reg__NFKBIE,GiG,1,0.5,0.5,1.0,1.0
e000621,bind__CALM3,reg__IKBKB,GiG,1,0.5,0.5,1.0,1.0
e000622,bind__TOP2A,reg__PIN1,GiG,1,0.5,0.5,1.0,1.0
e000623,bind__ADRB2,reg__IL1B,GiG,1,0.5,0.5,1.0,1.0
